Subject	Country_Name	Country_Id	Sample	Skill_trans	East	Coordinat	Education	Occu_Stat
19638	Sweden	13	1781	-1.64	0	1	1	62.016252
19639	Sweden	13	1781	-1.64	0	1	1	46.960382
19640	Sweden	13	1781	-1.64	0	1	1	62.768644
19641	Sweden	13	1781	-1.64	0	1	1	52.59998
19642	Sweden	13	1781	-1.64	0	1	1	38.428394
19643	Sweden	13	1781	-1.64	0	1	1	47.350564
19644	Sweden	13	1781	-1.64	0	1	1	69.050104
19645	Sweden	13	1781	-1.64	0	1	1	23.238376
19646	Sweden	13	1781	-1.64	0	1	1	23.564239
19647	Sweden	13	1781	-1.64	0	1	1	78.046946
19648	Sweden	13	1781	-1.64	0	1	1	59.80881
19649	Sweden	13	1781	-1.64	0	1	1	70.655452
19650	Sweden	13	1781	-1.64	0	1	1	18.343021
19651	Sweden	13	1781	-1.64	0	1	1	30.674258
19652	Sweden	13	1781	-1.64	0	1	1	18.778308
19653	Sweden	13	1781	-1.64	0	1	1	39.287937
19654	Sweden	13	1781	-1.64	0	1	1	71.557792
19655	Sweden	13	1781	-1.64	0	1	1	26.411792
19656	Sweden	13	1781	-1.64	0	1	1	60.309613
19657	Sweden	13	1781	-1.64	0	1	1	-13.638024
19658	Sweden	13	1781	-1.64	0	1	1	36.085654
19659	Sweden	13	1781	-1.64	0	1	1	25.363046
19660	Sweden	13	1781	-1.64	0	1	1	5.436596
19661	Sweden	13	1781	-1.64	0	1	1	31.19387
19662	Sweden	13	1781	-1.64	0	1	1	33.367712
19663	Sweden	13	1781	-1.64	0	1	1	49.109488
19664	Sweden	13	1781	-1.64	0	1	1	20.00684
19665	Sweden	13	1781	-1.64	0	1	1	38.262187
19666	Sweden	13	1781	-1.64	0	1	1	19.713983
19667	Sweden	13	1781	-1.64	0	1	1	76.363423
19668	Sweden	13	1781	-1.64	0	1	1	75.711149
19669	Sweden	13	1781	-1.64	0	1	1	58.37282
19670	Sweden	13	1781	-1.64	0	1	1	2.606724
19671	Sweden	13	1781	-1.64	0	1	1	-4.656495
19672	Sweden	13	1781	-1.64	0	1	1	38.131368
19673	Sweden	13	1781	-1.64	0	1	1	47.899869
19674	Sweden	13	1781	-1.64	0	1	1	52.625241
19675	Sweden	13	1781	-1.64	0	1	1	24.917379
19676	Sweden	13	1781	-1.64	0	1	1	47.275563
19677	Sweden	13	1781	-1.64	0	1	1	27.534281
19678	Sweden	13	1781	-1.64	0	1	1	35.853501
19679	Sweden	13	1781	-1.64	0	1	1	45.356535
19680	Sweden	13	1781	-1.64	0	1	1	54.549818
19681	Sweden	13	1781	-1.64	0	1	1	39.118794
19682	Sweden	13	1781	-1.64	0	1	1	32.633666
19683	Sweden	13	1781	-1.64	0	1	1	44.872645
19684	Sweden	13	1781	-1.64	0	1	1	30.153847
19685	Sweden	13	1781	-1.64	0	1	1	47.131926
19686	Sweden	13	1781	-1.64	0	1	1	34.391779
19687	Sweden	13	1781	-1.64	0	1	1	31.891928
19688	Sweden	13	1781	-1.64	0	1	1	24.324226
19689	Sweden	13	1781	-1.64	0	1	1	77.865075
19690	Sweden	13	1781	-1.64	0	1	1	52.596986
19691	Sweden	13	1781	-1.64	0	1	1	40.576656
19692	Sweden	13	1781	-1.64	0	1	1	52.321943
19693	Sweden	13	1781	-1.64	0	1	1	34.142773
19694	Sweden	13	1781	-1.64	0	1	1	31.357596
19695	Sweden	13	1781	-1.64	0	1	1	47.296616
19696	Sweden	13	1781	-1.64	0	1	1	49.314589
19697	Sweden	13	1781	-1.64	0	1	1	72.077201
19698	Sweden	13	1781	-1.64	0	1	1	41.922899
19699	Sweden	13	1781	-1.64	0	1	1	41.206372
19700	Sweden	13	1781	-1.64	0	1	1	-1.470312
19701	Sweden	13	1781	-1.64	0	1	1	32.175449
19702	Sweden	13	1781	-1.64	0	1	1	61.881062
19703	Sweden	13	1781	-1.64	0	1	1	52.095453
19704	Sweden	13	1781	-1.64	0	1	1	50.039455
19705	Sweden	13	1781	-1.64	0	1	1	-7.186754
19706	Sweden	13	1781	-1.64	0	1	1	38.633026
19707	Sweden	13	1781	-1.64	0	1	1	42.204625
19708	Sweden	13	1781	-1.64	0	1	1	38.456477
19709	Sweden	13	1781	-1.64	0	1	1	14.768004
19710	Sweden	13	1781	-1.64	0	1	1	24.214449
19711	Sweden	13	1781	-1.64	0	1	1	58.060129
19712	Sweden	13	1781	-1.64	0	1	1	57.207346
19713	Sweden	13	1781	-1.64	0	1	1	33.318311
19714	Sweden	13	1781	-1.64	0	1	1	37.984763
19715	Sweden	13	1781	-1.64	0	1	1	40.554887
19716	Sweden	13	1781	-1.64	0	1	1	36.841772
19717	Sweden	13	1781	-1.64	0	1	1	44.109963
19718	Sweden	13	1781	-1.64	0	1	1	50.611052
19719	Sweden	13	1781	-1.64	0	1	1	51.799447
19720	Sweden	13	1781	-1.64	0	1	2	21.193303
19721	Sweden	13	1781	-1.64	0	1	2	69.449234
19722	Sweden	13	1781	-1.64	0	1	2	86.565606
19723	Sweden	13	1781	-1.64	0	1	2	28.516274
19724	Sweden	13	1781	-1.64	0	1	2	42.927575
19725	Sweden	13	1781	-1.64	0	1	2	60.064692
19726	Sweden	13	1781	-1.64	0	1	2	49.616142
19727	Sweden	13	1781	-1.64	0	1	2	38.440374
19728	Sweden	13	1781	-1.64	0	1	2	51.793792
19729	Sweden	13	1781	-1.64	0	1	2	101.98276
19730	Sweden	13	1781	-1.64	0	1	2	34.410697
19731	Sweden	13	1781	-1.64	0	1	2	89.024299
19732	Sweden	13	1781	-1.64	0	1	2	34.405949
19733	Sweden	13	1781	-1.64	0	1	2	92.747714
19734	Sweden	13	1781	-1.64	0	1	2	47.924661
19735	Sweden	13	1781	-1.64	0	1	2	1.252319
19736	Sweden	13	1781	-1.64	0	1	2	36.820581
19737	Sweden	13	1781	-1.64	0	1	2	20.404268
19738	Sweden	13	1781	-1.64	0	1	2	7.909212
19739	Sweden	13	1781	-1.64	0	1	2	56.444324
19740	Sweden	13	1781	-1.64	0	1	2	72.671011
19741	Sweden	13	1781	-1.64	0	1	2	15.591755
19742	Sweden	13	1781	-1.64	0	1	2	47.353579
19743	Sweden	13	1781	-1.64	0	1	2	69.310667
19744	Sweden	13	1781	-1.64	0	1	2	41.681423
19745	Sweden	13	1781	-1.64	0	1	2	43.554875
19746	Sweden	13	1781	-1.64	0	1	2	29.920647
19747	Sweden	13	1781	-1.64	0	1	2	58.736062
19748	Sweden	13	1781	-1.64	0	1	2	27.630058
19749	Sweden	13	1781	-1.64	0	1	2	52.672732
19750	Sweden	13	1781	-1.64	0	1	2	30.54842
19751	Sweden	13	1781	-1.64	0	1	2	66.673425
19752	Sweden	13	1781	-1.64	0	1	2	54.931017
19753	Sweden	13	1781	-1.64	0	1	2	40.788255
19754	Sweden	13	1781	-1.64	0	1	2	39.974697
19755	Sweden	13	1781	-1.64	0	1	2	27.764547
19756	Sweden	13	1781	-1.64	0	1	2	75.20135
19757	Sweden	13	1781	-1.64	0	1	2	51.204888
19758	Sweden	13	1781	-1.64	0	1	2	67.855698
19759	Sweden	13	1781	-1.64	0	1	2	33.661664
19760	Sweden	13	1781	-1.64	0	1	2	50.126362
19761	Sweden	13	1781	-1.64	0	1	2	39.616139
19762	Sweden	13	1781	-1.64	0	1	2	55.000155
19763	Sweden	13	1781	-1.64	0	1	2	71.787032
19764	Sweden	13	1781	-1.64	0	1	2	31.557705
19765	Sweden	13	1781	-1.64	0	1	2	59.038524
19766	Sweden	13	1781	-1.64	0	1	2	19.004023
19767	Sweden	13	1781	-1.64	0	1	2	19.312216
19768	Sweden	13	1781	-1.64	0	1	2	38.30957
19769	Sweden	13	1781	-1.64	0	1	2	72.752887
19770	Sweden	13	1781	-1.64	0	1	2	26.196087
19771	Sweden	13	1781	-1.64	0	1	2	21.459565
19772	Sweden	13	1781	-1.64	0	1	2	43.02613
19773	Sweden	13	1781	-1.64	0	1	2	55.715056
19774	Sweden	13	1781	-1.64	0	1	2	23.118306
19775	Sweden	13	1781	-1.64	0	1	2	50.568838
19776	Sweden	13	1781	-1.64	0	1	2	44.024623
19777	Sweden	13	1781	-1.64	0	1	2	58.021509
19778	Sweden	13	1781	-1.64	0	1	2	48.622817
19779	Sweden	13	1781	-1.64	0	1	2	75.900331
19780	Sweden	13	1781	-1.64	0	1	2	32.85102
19781	Sweden	13	1781	-1.64	0	1	2	46.018944
19782	Sweden	13	1781	-1.64	0	1	2	43.693753
19783	Sweden	13	1781	-1.64	0	1	2	54.749909
19784	Sweden	13	1781	-1.64	0	1	2	39.045941
19785	Sweden	13	1781	-1.64	0	1	2	25.133432
19786	Sweden	13	1781	-1.64	0	1	2	-7.92521
19787	Sweden	13	1781	-1.64	0	1	2	28.651761
19788	Sweden	13	1781	-1.64	0	1	2	53.562132
19789	Sweden	13	1781	-1.64	0	1	2	42.783601
19790	Sweden	13	1781	-1.64	0	1	2	28.053545
19791	Sweden	13	1781	-1.64	0	1	2	24.904804
19792	Sweden	13	1781	-1.64	0	1	2	59.775514
19793	Sweden	13	1781	-1.64	0	1	2	29.673266
19794	Sweden	13	1781	-1.64	0	1	2	50.115058
19795	Sweden	13	1781	-1.64	0	1	2	85.677806
19796	Sweden	13	1781	-1.64	0	1	2	31.591721
19797	Sweden	13	1781	-1.64	0	1	2	31.303127
19798	Sweden	13	1781	-1.64	0	1	2	66.392329
19799	Sweden	13	1781	-1.64	0	1	2	23.114998
19800	Sweden	13	1781	-1.64	0	1	2	32.879447
19801	Sweden	13	1781	-1.64	0	1	2	52.969368
19802	Sweden	13	1781	-1.64	0	1	2	0.658
19803	Sweden	13	1781	-1.64	0	1	2	38.53822
19804	Sweden	13	1781	-1.64	0	1	2	24.570615
19805	Sweden	13	1781	-1.64	0	1	2	19.041843
19806	Sweden	13	1781	-1.64	0	1	2	60.976979
19807	Sweden	13	1781	-1.64	0	1	2	44.231647
19808	Sweden	13	1781	-1.64	0	1	2	24.837245
19809	Sweden	13	1781	-1.64	0	1	2	46.725108
19810	Sweden	13	1781	-1.64	0	1	2	58.521645
19811	Sweden	13	1781	-1.64	0	1	2	30.138104
19812	Sweden	13	1781	-1.64	0	1	2	10.718859
19813	Sweden	13	1781	-1.64	0	1	2	45.547937
19814	Sweden	13	1781	-1.64	0	1	2	46.644104
19815	Sweden	13	1781	-1.64	0	1	2	25.614399
19816	Sweden	13	1781	-1.64	0	1	2	26.601663
19817	Sweden	13	1781	-1.64	0	1	2	51.481422
19818	Sweden	13	1781	-1.64	0	1	2	-4.543147
19819	Sweden	13	1781	-1.64	0	1	2	60.128464
19820	Sweden	13	1781	-1.64	0	1	2	36.296504
19821	Sweden	13	1781	-1.64	0	1	2	50.561684
19822	Sweden	13	1781	-1.64	0	1	2	28.222166
19823	Sweden	13	1781	-1.64	0	1	2	0.544499
